,gene:1004,gene:1007,gene:1016,gene:1079,gene:118,gene:1244,gene:1257,gene:1271,gene:1272,gene:1288,gene:1357,gene:136,gene:1369,gene:137,gene:139,gene:140,gene:1408,gene:1431,gene:1434,gene:1435,gene:1471,gene:150,gene:151,gene:1548,gene:1558,gene:156,gene:157,gene:163,gene:1710,gene:1740,gene:1775,gene:1784,gene:1787,gene:1815,gene:1816,gene:2075,gene:2081,gene:2142,gene:2148,gene:2153,gene:2154,gene:2160,gene:2162,gene:2194,gene:2206,gene:2212,gene:2219,gene:2220,gene:2226,gene:2231,gene:2233,gene:2234,gene:2235,gene:2262,gene:2323,gene:2326,gene:2327,gene:2341,gene:2342,gene:2385,gene:2439,gene:2453,gene:2454,gene:2455,gene:2522,gene:2573,gene:2574,gene:2575,gene:2576,gene:2577,gene:2606,gene:2628,gene:2702,gene:2714,gene:2735,gene:2737,gene:2739,gene:2757,gene:2762,gene:2764,gene:2854,gene:2855,gene:2863,gene:2865,gene:2879,gene:2888,gene:2892,gene:2893,gene:2895,gene:2931,gene:2956,gene:2957,gene:2964,gene:2968,gene:2970,gene:2973,gene:2976,gene:2987,gene:3044,gene:34,gene:344,gene:346,gene:347,gene:348,gene:349,gene:353,gene:359,gene:371,gene:478,gene:479,gene:480,gene:501,gene:515,gene:517,gene:531,gene:577,gene:643,gene:649,gene:712,gene:87,gene:885,gene:888,gene:90,gene:941
KCNIP3,0.5106815920994595,0.13539021539740542,0.23531228025081083,0.18945262860713516,0.12375490519556759,0.22506657362464869,0.10455650668021624,0.2542546272220541,0.5094368717818379,0.2617247715587027,0.13104499335742706,0.09658902094579462,0.29505156577297303,0.15034982183844325,0.3082933488298379,0.06620162556064867,0.4095767695796757,0.14456415040015136,0.03233739646838919,0.1660482417740108,0.4861225130361082,0.1198908049181838,0.11340295084683244,0.15205361250454055,0.8618439834350272,0.27028472958486494,0.05397858138745947,0.2283451268477838,0.39943858637772983,0.4936746667641082,0.5886798129982703,0.6675892493565406,0.3740411890916758,0.16582736314663785,0.2907834325608649,0.1111493327724973,0.36418183782032437,0.1539365481299676,0.11352140885656219,0.054814712693059466,0.3648834737241082,0.17963501100382706,0.10159031811658381,0.6487143323292974,0.4770103584415136,0.24541583726529734,0.15726704063429192,0.5867972418590272,0.7815804809040001,0.2620856128806487,0.18243991443113516,0.07465879848298379,0.14679626378964328,0.257875797457946,0.31711391447740545,0.18931776871913517,0.14356545825658382,0.25070453179200003,0.2322159701195676,0.2579013114908108,0.1270832107827892,0.20984198572800003,0.1258942568512865,0.4816630245775136,0.6827700989111353,0.09078020463483244,0.5866222884908109,0.09186327532994597,0.11704708371230271,0.08920781123798921,0.044974132460172976,0.18944351645254057,0.1693579585658595,1.495492279357622,0.08451067778756757,0.1406435547642811,0.34738084717881085,0.13411050440614056,0.21847666342183786,0.3719818421532973,0.27782230386551354,0.0995739805478919,0.1649094046927784,0.301165821505946,0.1123880390680865,0.5182246336728649,0.12448205513221623,0.3195104111357838,0.3492178575450811,0.5429768904136217,0.20681675040259465,0.28168039012086493,0.18477991573102703,0.5967659389855137,0.2734302453509189,0.042815098550529736,0.08831901167883244,0.3723426834752433,0.7254004029664866,0.42646523690529736,0.32628985415416223,0.2244032087701622,0.29343689197881084,0.07067077290311352,0.273182394745946,0.37929525743091896,0.9362629500090812,0.11565201284387029,0.3980389594320001,0.2541908421398919,0.42875967743221627,0.5830047631167569,0.3434626207031352,0.14507060395251895,0.13627172523288653,0.40359190644194604,0.25763341414572977,0.16965446807636758,0.18491295318810813,0.24339476137621624,0.13525881812815138,0.5467948831887569,0.08922621779027028,0.49769312694032436
KDM2A,0.2873647135506555,0.10086549194466887,0.3717475878799666,0.2319889655427333,0.05631864092701221,0.13083181852815554,0.08955676018532553,0.377461023883411,0.2776506991546555,0.06357634711758887,0.029198590952962216,0.05222890008347888,0.23118063753321105,0.20399664869628886,0.06847699698896222,0.08670672936742664,0.13365568720583332,0.06835697963718555,0.06470601190767443,0.14042147476884442,0.3776499074966666,0.29132774985858884,0.03934410468408888,0.1484613468287222,0.03633487196358888,0.20966198390381108,0.043268543036269994,0.3015309845448222,0.13801760816287775,0.35722818665232214,0.4826328275722777,0.06801757572839777,0.1423607580776111,0.07712258712041666,0.11655069221884776,0.10758986589558109,0.08765513628019554,0.048914285968379996,0.021309825783688886,0.7095137232260998,0.27585923780408883,0.1714500077091111,0.0982380152971711,0.4424053107094222,0.1990856747516444,0.22685625866078885,0.10422726830357443,0.4745037930614221,0.2682510997173666,0.14152896626519998,0.12867314866237778,0.05735456782455666,0.14097522051702222,0.06261362728505776,0.22923900784415552,0.09493337329829998,0.061341302573407766,0.2460613813253444,0.0799450479699211,0.3225510323628333,0.10463225354143665,0.07930648057429998,0.15569875682979997,0.23491255538268882,0.2771673448151444,0.12258311862256664,0.28531397717816664,0.14675200878826664,0.27563515848649994,0.14662530425266665,0.04329083364901444,0.09128134969765887,0.07569270297236776,0.0705720799489111,0.05338155940039555,0.06415836674824776,0.1766636647110222,0.08750637576987999,0.052832975688853326,0.19018585431588886,0.3642133607723444,0.2238646237924555,0.040019979526303325,0.2511882222565666,0.22944783568986662,0.3441670607742222,0.028590878458139995,0.22114634222777774,0.24143197301536665,0.36560124471322214,0.0731407797701722,0.21074131883669997,0.06219022296192776,0.35013273265872213,0.43707316150292214,0.04293277601693,0.06040533147616999,0.08539275640564888,0.11898025168897776,0.09302435829525998,0.30716933637902216,0.09997363279686221,0.09705895920200443,0.046939924274294435,0.16215716857496665,0.17641729478068888,0.20125373013857775,0.07208842821060554,0.35885540138266664,0.12591380544264444,0.14209444391482218,0.059604746521601096,0.18601047059181108,0.12471832468545553,0.1157789677418322,0.12010416784735554,0.3064126287358555,0.1435491996939333,0.4660157623663666,0.17719394665631108,0.07519456643703665,0.15977324620145553,0.20687096455017775,0.46031288507422213
KDM2B,0.5863691592740768,0.12378987908953847,0.3730774955208461,0.38326303120776917,0.3149198196373846,0.11177017680613845,0.0918200048843077,0.5747568784181538,0.36827546792099997,0.24124123578184614,0.5817192408083077,0.052003032249576926,0.4367938938103845,0.3791406811310769,0.2867545992161538,0.14354076879140767,0.9115033960795385,0.1482055130841692,0.02735114773910769,0.3773384767070769,0.6499584790465384,0.283797135546,0.09884475127375385,0.3169261198615384,0.13358859547220767,0.46971493146161536,0.062023943493923074,0.13419626183568462,0.15421940763323075,0.6246794813086153,0.6071002864463076,0.1867232041533923,0.32341290052869226,0.13044243945851539,0.2178510869113846,0.0924332550008077,0.34134059859692306,0.04250372055486923,0.06405123092771538,0.05973133151993077,0.09192051243872307,0.32910640318015383,0.05959231532397692,0.7354957990638461,0.21974378664299998,0.3175441835582308,0.38512492402615384,1.0008261155600768,0.8469975706384615,0.2422309078693846,0.26838212633815384,0.07713588969286153,0.15637666173221537,0.11096419093873847,0.2908730984286923,0.21122182427053846,0.08624838208331538,0.8815956596286922,0.08566382090476153,0.17758221536819999,0.08157131502526152,0.7730051413543846,0.42909986723099997,0.6682635618018461,0.39005980643930765,0.12142140509171538,0.5101201235958461,0.06000994154146153,0.20119224858184614,0.6484200588170769,0.07841033318457692,0.20626768753661537,0.15128890001215384,0.36697965213323075,0.07381682987866153,0.45175835191223074,0.31958321612769225,0.1373651379478846,0.11472571504421539,0.32194764671815385,0.6622427356973076,0.0981119318252769,0.017839628805032308,0.4655656253358461,0.6930303946073076,0.410950744473923,0.10528936497842306,0.6570999066198461,0.46948195418030764,0.4237625695137692,0.18261202158274614,0.8239694029984614,0.3023217175580769,0.5635951486682307,0.463640193258923,0.05731568443622308,0.44814816676799996,0.5097042302672307,0.8137395823737692,0.1680051162175846,0.3908588607512308,1.9695052171638459,0.2172830844486923,0.05483476520510769,0.20659308555761535,0.18197893951585384,0.5362001010777692,0.43024357388469225,0.18624550445510768,0.21516125829992305,0.15672015881473844,1.2509397423523845,0.45029694896584616,0.1636848317233846,0.49984216716923074,0.32835933553430763,0.5550057961730769,0.17356075793233844,0.1978824308416154,0.15350873065363846,0.10851735185538461,0.6253957420412307,0.10455577535711537,0.5275876433976923
KDM3B,0.07200525007159,0.040180252465381004,0.08718173658772001,0.05013723216474001,0.018329689224607003,0.05102767936233001,0.03832582380866301,0.15369870390774001,0.10063392675956001,0.03636554383539501,0.022790522931738003,0.03189170553794501,0.13608245255668003,0.10650975494356002,0.024007035388921006,0.015276116367544003,0.14044093452140002,0.04442774176389001,0.004363191268191,0.04109014174152101,0.039838201496758006,0.04955613003919001,0.028104647864119005,0.027667762756791003,0.013533242037084003,0.022859779935995004,0.017835471587866004,0.04310775424420201,0.08292694570860001,0.031542914648758004,0.22259278936514001,0.12124382616113002,0.13119903447111003,0.013567416890713002,0.04618228134148001,0.031820979576642004,0.06312454063614001,0.008813051002096001,0.012554095756687002,0.034573805080846,0.08124542193712,0.042693637971087,0.020285735145213004,0.05729926185637001,0.14972085463641002,0.09403614939207001,0.27221199814807007,0.18331503818605005,0.05872544632956001,0.07578738241885001,0.031700222666537006,0.012115741692313001,0.013832347614421004,0.03255580373659401,0.07230120171174001,0.07444155853700002,0.021383089263194002,0.04925369770619001,0.036312531767882,0.07893656709776001,0.048550758555060004,0.19148546368514002,0.11264005833347003,0.15154020114250003,0.06954820338906001,0.025035953390406006,0.16546677803096002,0.023008187802260004,0.04656853063534001,0.08831067328219001,0.015181152614982003,0.06404307083608002,0.09429580915226,0.06571897800709,0.033088819121197,0.13051294512139003,0.07738076876757001,0.05137288426814001,0.055938316357870006,0.09101312220064,0.05187881035663,0.05506212668455001,0.018238786706231004,0.06883014262128001,0.1263605491893,0.06528347544757002,0.027357856024704003,0.14886626727259,0.09657355666594,0.07992724901143,0.03637336387143401,0.2629899722225201,0.04112202675034301,0.12049941057576001,0.06620286973989001,0.013875681847278002,0.12132591493723002,0.15357729892835004,0.14144025735887003,0.11727548190598001,0.08779264990038002,0.14701451730225004,0.07957253908944001,0.022218536980797003,0.06578248879702,0.12313705256571,0.08398027431982001,0.032256309317686006,0.09985840384851002,0.027034167019156,0.06748863920133001,0.12212865675825002,0.12309039157719001,0.08187232095881002,0.08154742222393001,0.05758614052653001,0.06439130006522001,0.13872355091615002,0.039967469716806,0.028114066471061006,0.05080474352829001,0.09359805455541001,0.025073325385841005,0.24155140822853002
KDM5A,0.015265181721597498,0.01313778009438125,0.01999692698113,0.03281741823305,0.0143779426493725,0.071722647535,0.0063055632029775,0.048957734129975006,0.01562816995009875,0.0149117368668675,0.0508367133506375,0.010824747379723748,0.0198274130878725,0.0241261475973375,0.0188618775477,0.004599951494435,0.01956749782977,0.01147773176180125,0.00346102577379625,0.0753550233381,0.08522595471266249,0.017946892419665,0.0296717318239375,0.0313283345678875,0.01563918676637625,0.0361390110090625,0.007270282682685,0.05520150342107499,0.05535020777247499,0.034456339666925,0.0346211385441625,0.035809186571125,0.079140183794925,0.026849069348887502,0.01040724177849125,0.012471897423287498,0.023903091070237498,0.011807533531392498,0.01110257063136375,0.00850099253729,0.033258544251074995,0.0404160745795125,0.0122914573871375,0.026944049719674998,0.009815733951443749,0.05840000707695,0.02187350335709,0.0396798066933125,0.0205343027973325,0.01090365589302,0.0332610377691625,0.080367901427825,0.00781842596335625,0.01786816525313875,0.0318129838107125,0.062219623420075,0.009479675718287499,0.0342498310325875,0.0270050275710875,0.019462407376555,0.04381609983355,0.124669103871125,0.024607169904762503,0.02229352514475625,0.023936413539225,0.014240685812828748,0.067088784194575,0.0075852366854825,0.0414159753326,0.027583297083925,0.004608610802702499,0.01410123014669875,0.0218494295733725,0.2250134854317625,0.041873195876462495,0.015900938160525,0.04621826448566249,0.01361794100464875,0.01559693296896625,0.0910959229741,0.1025926281417125,0.022061899982773747,0.01843573530654625,0.024439877509437498,0.0337207518311125,0.061261205740625,0.00991062364884625,0.0234669520883875,0.033515603297549997,0.0839597008911375,0.0218346498116175,0.08026068015006249,0.040900497138874996,0.0566819731146625,0.189855107081475,0.0130024273989225,0.006755121845807499,0.06477253257475,0.042363965572775,0.0387436039931875,0.06525400824909999,0.067505881765575,0.01663251369905125,0.00932673238613875,0.0224737158290975,0.10500567360002498,0.05418890839408749,0.018726592857279997,0.029408779007437498,0.02067423449873375,0.050150089142725,0.023842113218824998,0.02141045704824125,0.03049617957705,0.0801722735996875,0.0892119567172625,0.0192642406936375,0.08860467172122499,0.0410031847473875,0.020962235837839998,0.032129660607825,0.0341151810558625,0.01731882055011625,0.038627542060387494
KDM5B,0.03409124170190159,0.0573452248452187,0.01442466093956678,0.07342288284798555,0.0451669923740821,0.15181291164343985,0.0401269373626192,0.05109543223639315,0.08937580069861074,0.028686261275821523,0.00940782625559396,0.011078204010352824,0.0884279828666868,0.044106873851171895,0.047394347002074,0.03876101541963875,0.15853298499205706,0.047764075430859504,0.006229716700683085,0.02126415311527582,0.08699571713087755,0.1163981112746037,0.0156647370005251,0.02535445526752393,0.012267796591455481,0.044567824995097004,0.003920572615594429,0.04922122008897955,0.083848878999149,0.06388941803472205,0.10666526954226616,0.052228459823297504,0.11099696634904656,0.028135054930402244,0.026832366914961745,0.01458436979917861,0.0533182948367456,0.016708442345521924,0.014183715487798435,0.020878495265399654,0.036038501129544404,0.05900278304417574,0.00412547818407088,0.0624246714836737,0.04866904622991485,0.04782869152075005,0.05079619408748825,0.22237057193863158,0.024709020003852496,0.1109378789085584,0.017053015419526505,0.01119434020186199,0.013699820448853376,0.03410299008188169,0.052204271982161994,0.0257407005363991,0.017195239925403245,0.04559442608100515,0.03374590843860418,0.013681092149002745,0.013042187602437893,0.04163038445948435,0.0713410008073943,0.09783186995958154,0.07476703573394405,0.014724693831823274,0.0681758490245203,0.02178730156497792,0.04581280773239995,0.06693155736839265,0.01675629971691145,0.0383467122550464,0.0521773198163253,0.05159439284495975,0.032942215585789046,0.0418415097585385,0.02716902710950914,0.02066014816806362,0.02588199208268918,0.1800646556302915,0.10574060292971475,0.046223309950528146,0.030888529657150034,0.05649139405313555,0.034816669611614004,0.04494342761387255,0.0225168068536246,0.06517621118313065,0.08305171686344044,0.1112474832750928,0.04052776444429319,0.027953784338121054,0.0355277921409977,0.10850907411796655,0.24086079432437074,0.016908026588948567,0.041447939029205155,0.058347983630579005,0.08458833585672,0.1155266579125504,0.0440322370842395,0.0729422358905644,0.06389356452177385,0.015230634360260405,0.025981542325991147,0.0362582649432898,0.109612385214333,0.00507882466539723,0.047957923700531147,0.01714620771601571,0.03331996055620802,0.0799663849563136,0.0762601166131797,0.05858951650134635,0.037580648772226354,0.06512645333850905,0.054052223044914194,0.018612854740296135,0.10314490203528795,0.027791449370043086,0.045317648070297506,0.08755203747699405,0.028615840104058453,0.2702801199568918
KDM5C,0.060385771983787626,0.027190267144263907,0.02915417023466262,0.039258715868060005,0.034587316243423816,0.06609862804047618,0.01729810768789219,0.026516899462314003,0.061233769016697144,0.05134702642350143,0.024867593598154766,0.005896674729107476,0.036426470264608574,0.12356348552953858,0.04256687159340286,0.008721214199826383,0.05488539883382429,0.05137024155139858,0.003054017785658843,0.01966437408527486,0.1028791290055162,0.059399129048159055,0.026118082910981003,0.019196911690479334,0.09912859612080001,0.033740931372173814,0.00297612780724061,0.03692140389408238,0.05359857139719239,0.031569607562660765,0.08597335697908572,0.032694316022810956,0.04565351630672715,0.042124494434029526,0.004491708086065666,0.022308383693360287,0.07658606206801048,0.02213314172097005,0.022660737745665814,0.028811747098179765,0.03277524653811905,0.03203110495931605,0.0026484301553558434,0.048396770586572865,0.03678985150266524,0.10350077854142858,0.09110390024435429,0.07320471420332524,0.026114955317361525,0.027624132090074954,0.03838556911326191,0.011741437852778286,0.015424066488395335,0.02425052260135543,0.08145962676475095,0.08917865679055097,0.013603129893963192,0.03275170897789,0.04778898564093238,0.02863482847766362,0.04840063977455572,0.07140876611461572,0.12612940202683667,0.09565825693250905,0.04226539736307191,0.019353323614686335,0.05372077325098429,0.023216675572336004,0.05229626720862906,0.016259875579158856,0.017085624781166955,0.0536740205628581,0.046291932323898576,0.016363892249431335,0.030235801735270337,0.021180354180191475,0.06738094142446144,0.021432850939306098,0.02193952110566124,0.15085351323729382,0.07658283774469143,0.07919776395643906,0.03243959448060619,0.056080010623531434,0.03522089577561667,0.02345898346976243,0.010284753063698953,0.04221799981028191,0.06576652273861429,0.08919864759512906,0.022222100801342574,0.07175312384509,0.023337394237401145,0.09372817699372715,0.03330725988576191,0.011136038906393907,0.02873368623062562,0.039798790024000476,0.029324382262675145,0.05050289857857477,0.04859893565867715,0.04150445705977667,0.024839928904077335,0.00788962897261081,0.014993619325302477,0.0434022937653681,0.15465885961843384,0.014175286066928193,0.054060294496480005,0.06724036092775096,0.06413985162415477,0.038724767926425714,0.05707761625844476,0.09135023854592952,0.08220734734243809,0.04208161093388619,0.0788488921733181,0.033844109718383336,0.07016482217812715,0.023524114800807194,0.020021758081958097,0.09317778500316572,0.03582642369493381,0.03523314820422905
KDM5D,0.11030888965769306,0.2716193767464218,0.052240550200919576,0.22242972350071308,0.06440809078161175,0.08454537956854088,0.04344228583892653,0.3785097104140696,0.10684367758783175,0.3060741502125609,0.09362358040943045,0.07029120570668522,0.25229874046659134,0.3167867968030957,0.09684672841726305,0.10664883997334305,0.2642342554571957,0.08012947857646131,0.005331945778747349,0.24088796378198699,0.34455115686773485,0.29930616680060873,0.053168994781905225,0.07498761354538523,0.20265963745443916,0.11926389107021743,0.028418571843967396,0.05819952403327349,0.26492325966768265,0.13514749144574784,0.17726914785672612,0.12259712004876522,0.31993408590364786,0.10591671596292827,0.05878529168573218,0.04045857820159262,0.24325613057167395,0.07333080938096262,0.03017119778600739,0.07398547745447001,0.26190943661452615,0.10287197897913568,0.07692298530616697,0.1785718677381435,0.17270050238818263,0.15220034565530002,0.10577606328221133,0.6727532932972262,0.1941816916061957,0.06823137970854566,0.10806871338525219,0.03541059569787262,0.08147121161019437,0.0733079946720061,0.3161719403967175,0.32061624570144787,0.3581008125170131,0.2353531153891348,0.09070090211855522,0.07346621467861957,0.1007439370012161,0.24465809443705222,0.17784635999332613,0.10498564769041262,0.3175431044050044,0.04046690557036175,0.178365394622087,0.05189285403642218,0.20741194133008264,0.08750387695247784,0.032856945324369134,0.06311381234250828,0.05762892816227087,0.07752825953478348,0.23590865355222612,0.07994878608152566,0.16716223178898698,0.4392789691906609,0.20134208801220002,0.24761031777602613,0.22149317969804785,0.36606656814918265,0.028288756150004788,0.13635553028499567,0.140269393606487,0.4021297785967566,0.024258537812835223,0.2671545382036305,0.11454580925800871,0.29520522286567397,0.034275906147920004,0.19328849575054785,0.20846027720663482,0.2721783371158566,0.1583523319254261,0.05705947302671609,0.2899544175993305,0.5650769929060262,0.14326382415703046,0.2979258769087392,0.21626632987610872,0.05835101370074479,0.1818115564099696,0.0587503851810287,0.04960898759632957,0.08034484942901088,0.17227272659524784,0.08962952338595696,0.2995308916838305,0.05694494318775436,0.40792927761350445,0.22029768894872612,0.21109879829745654,0.32225206033363046,0.1962601115921348,0.2704364340870261,0.21109651682656091,0.11809007429440437,0.14149682494834784,0.15709524146192178,0.29826125313040003,0.14407830926677828,0.061939082978336966,0.14192003779949133
KLF1,0.07941241362536999,0.10253806092161999,0.06265864124536949,0.09748078196174999,0.025367599362375,0.024974428052006996,0.021845157256340994,0.06959845381414949,0.270712710946395,0.05650305291742049,0.040990086260441996,0.032768865687127495,0.06270404518799999,0.077715591321465,0.05548291176783599,0.041792528568456,0.08497739763580499,0.07526038901156999,0.009237831089724,0.03923698566372749,0.184450868961525,0.19737157412875497,0.04998755184361199,0.16324659223910998,0.068462507896425,0.12300161080391998,0.028307133931216494,0.11417926462622999,0.28969551327509996,0.028498847312618997,0.21642075236115,0.08382005608104,0.282469719419145,0.06295415524211699,0.09388236062978998,0.0444500361592785,0.08897478051654,0.031763553196878,0.014968260570739498,0.019840534352239494,0.102729421239705,0.04343879220529499,0.04967459651897999,0.250742037455325,0.057707069442758996,0.046159427517286494,0.09961187214617999,0.051421412588642995,0.04106472384576149,0.050540872674797996,0.07747903889873999,0.03617289035647199,0.027583848418985996,0.047196374480783995,0.0361218374007615,0.06099931426578299,0.14992551326983497,0.079030399115835,0.07582175968639498,0.07559932979636999,0.08658101122388999,0.03535011160136999,0.11581253553298498,0.07099962089597998,0.14873286538332,0.047297703652906496,0.24416305559702997,0.014946441257717998,0.27196467347025,0.05954878893216599,0.015863982207236997,0.11311866242046,0.017624850196936496,0.206612653401,0.07848103259380498,0.10088501846908499,0.04234189509048599,0.148727922496875,0.05266864406404349,0.18738623738321997,0.14686586656038,0.10480260904006498,0.0468834897688155,0.07868510319132,0.17132185643696995,0.034727731585280995,0.023318349254941497,0.295463861756415,0.09431451013040999,0.20275155296081998,0.066147401110914,0.21256247642751,0.047303776341967495,0.17323545961782,0.21498802141873496,0.027190465270627497,0.06625042498696049,0.038039253665440496,0.20997028555042496,0.32013239575013996,0.11241465416536499,0.098012495317905,0.11438686585691998,0.020398303781226,0.033505073316778496,0.24210469645600496,0.33439050476406,0.06223835467221749,0.06466566498003,0.0535517260337745,0.16694740193314497,0.11460223448059499,0.28094519201418,0.11137876639182,0.22890718964785498,0.10092385543400999,0.17935051627691997,0.0386589504003165,0.0555541599453075,0.083260097659485,0.30703233441761996,0.23738070926785498,0.08089527955886999,0.22888812422870997
KLF10,0.6652992730298085,1.797096853795077,0.6267214710486285,0.2665970850172671,1.0920690737860548,0.33336173946296277,0.13776398666857548,1.8305798677052527,2.066178377610635,1.1149455894534854,0.3562853673277766,0.0398034278807161,0.31289878583669783,0.24579684141150604,0.6833645076547359,0.2523942167335658,0.3952992698263273,0.5952396832219895,0.14775635865693537,0.43135594386435167,0.4866147990960127,1.8313678504756457,0.30587614997188645,0.4469696765369464,0.2589498998455519,0.6007305472886938,0.10615336991280885,0.7757544451780202,0.7101642602901,0.5320676465183433,0.8380759607961632,0.570416141344118,1.2995545264387518,0.3652225094791715,0.2810517742498134,0.07532531594012527,0.22749479503336015,0.1933096843055435,0.16631606289333664,0.09768860050154875,0.4969919901833527,0.36822268091607385,0.17670534472159802,1.085552581351538,0.5456509685603496,0.5893610816016001,0.2922298726926689,0.9789247540880908,0.2702622472048447,0.3439407208470594,0.720166221486777,0.19229781436705518,0.16095986466517043,0.24813160517563235,0.2955648325764629,1.1185978270559402,0.6839231832697232,1.0384945838413706,0.41107435135190723,0.3216207961841126,0.18194438783945718,0.36702402987645544,1.1416619576687022,0.33791119342620324,1.2697362577940527,0.40660161105520237,0.22133810637177917,0.20370688765371886,1.1166132778564328,0.09782826940529558,0.12615520769565886,0.60140179187088,0.21680574621466897,1.728880059672515,0.4600485228370611,0.8409902462803137,0.47884754035928534,0.5422196996712854,0.22590382029694836,0.7994022667318138,0.3795354451974673,0.38428335408065845,0.49682939056406533,0.7289757854753464,0.3590120378665955,0.5609478404363843,0.29395968248862603,1.1107054916889918,0.45453681266532003,0.9360985159004023,1.5827238480382075,1.4695253284671477,1.1111140753477138,1.2186507927907675,1.0447067231423497,0.512951768199559,0.41936109502615265,0.8564455485546285,1.5919795186745656,2.960701421625559,2.0303189077262593,0.2264975173683976,0.5967906334367306,0.1627180251639777,0.20901513984030035,0.656252063443819,0.5450589391773032,0.29646163201514786,0.5409355796010159,0.4728647082137116,1.0066667506711202,1.0802243169041212,1.1530522694608327,0.3795704666539292,1.6381077799000898,0.5934761027358727,0.5722339217033305,0.6910650588553454,0.5704369874491548,0.3827886883495169,0.3412674163371348,0.2599671897713498,0.22611394903571969,0.5389135074124421
KLF11,0.059471677395000005,0.3445103928,0.26392593105,0.1259254269,0.06485398954499999,0.10054523159999999,0.06529369378500001,0.34056489555,0.5670134628,0.058836686505,0.059777155199999994,0.040548489374999996,0.1280214447,0.18297652185,0.041477824079999996,0.03442612035,0.1693038054,0.055106181299999994,0.022428185745000002,0.10359117315,0.151386918,0.28070467725,0.044966562645,0.08749425128999999,0.18301363515,0.17232058649999998,0.01949809071,0.09481122675,0.08736355945499999,0.022256227455,0.1838221749,0.34259905785,0.33085358205,0.321436524,0.13072011179999998,0.034972834604999996,0.06449531601,0.040408430849999996,0.042920117609999996,0.03582034332,0.26529382125,0.05451201504,0.061089463815,0.1148144118,0.23928976905,0.12335312175,0.20206512914999997,0.14561049795,0.15536776125,0.1010489121,0.14010359114999998,0.058035039225,0.031467218325,0.04173160836,2.9755234815,0.13423262055,0.062655468345,0.17976180315,0.05635460202,0.040482569085,0.072660683835,0.3014289207,0.1167071901,0.07414123940999999,0.26051680935,0.07494960243,0.37462430115,0.03031820823,0.24235780185,0.17648346164999998,0.03861338424,0.11184092955000001,0.09339208485000002,0.044295960659999994,0.02702996985,0.042612607409999996,0.28719597015,0.043607508945,0.060408258029999995,0.1556514129,0.19477148205,0.12785443485,0.06915321189,0.43297966349999994,0.13710271575,0.1045269585,0.038682397305,0.42507718154999996,0.2120547924,0.30972374325,0.09608721735,0.19385071875,0.2709995493,0.13677399795,0.2683874799,0.078934245375,0.030225690075,0.078042112335,0.45624793529999996,1.2494369175,0.21210869505000002,0.18727371180000002,0.07855666172999999,0.049280541945,0.08138973199499999,0.23336577945,0.1647176619,0.052563301695,0.15707320575,0.099764085,0.1769579817,0.1563212196,0.038452294845,0.18888548940000002,0.1340921202,0.09654494805000001,0.18081511395,0.1096627323,0.3222406455,0.07282194996,0.20508897945000001,0.9547131329999999,0.07496347573499999,0.11803796700000001
KLF12,0.04511664138545454,0.03984415660753409,0.06912135488386363,0.15282334054625,0.05734158942625,0.05269015237545454,0.02774924874235227,0.10432907907624998,0.12977477830443182,0.12440555192670452,0.010563308554965909,0.056291264930909087,0.07091380054772727,0.08076233872647727,0.05126223374579545,0.02552428206472727,0.08351048505727272,0.020201331244988633,0.010881244618420454,0.04417423311346591,0.04740428508465908,0.03317826836784091,0.034214128935124995,0.05916557636624999,0.12249189764454545,0.040436186360613635,0.010513923928329545,0.04700280969840909,0.05884655888761363,0.025994066843295454,0.07778213872124999,0.09517039366556818,0.15391511929022725,0.02719466298994318,0.037046896003897725,0.02090294440315909,0.027060927979124995,0.040989059872318184,0.022614689459079542,0.025714971608454543,0.7570762393079545,0.03880469132297727,0.02349279858671591,0.059532356348749996,0.05505619867534091,0.06697204221,0.027476732116534088,0.18910617166522725,0.10468459431727273,0.03974651382840909,0.023190768338227273,0.02669946495460227,0.020257654952374998,0.104938726885,0.10996685689079545,0.06264683207238636,0.024684788470874998,0.0702334101625,0.035811018686943176,0.018994967550704542,0.07726756533056818,0.05462002788534091,0.10129616008090908,0.033262258280295456,0.03861364130752273,0.03885889725896591,0.15681376256715907,0.008929019861443182,0.04988478115795454,0.06535938182011364,0.015379661420988636,0.03998289316356818,0.014686248994613635,0.029223893519659087,0.04769356364579545,0.041041373331738636,0.057500647575909086,0.037387271432375,0.028372234005011363,0.14099581258477273,0.18055127639772725,0.07810476091715908,0.027562524387625,0.14925782457386363,0.09121872235534091,0.05768133402920454,0.01626277209384091,0.05002356277295454,0.028055469474670455,0.12353050680875,0.030715570586079544,0.09550788532022726,0.11150832411454545,0.10149622188954545,0.0726765072940909,0.028363807978386363,0.029629649507670455,0.060039720304886364,0.1700065771956818,0.04257342323161363,0.035458206983874994,0.1508006435665909,0.048377108158636356,0.023704440549590908,0.04677706427920454,0.09756662947261362,0.049923081278977266,0.04229793271404545,0.0918184571915909,0.02589214346240909,0.16541777210749997,0.04403360408086363,0.14606584742886364,0.09102406762261363,0.11056073406147726,0.03817170296988636,0.3355581744319318,0.11502878112102272,0.06758169001874999,0.031760803418272726,0.10908370115897727,0.10571554345727271,0.09366542420420455,0.15746891993147727
