,gene:1004,gene:1007,gene:1016,gene:1079,gene:118,gene:1244,gene:1257,gene:1271,gene:1272,gene:1288,gene:1357,gene:136,gene:1369,gene:137,gene:139,gene:140,gene:1408,gene:1431,gene:1434,gene:1435,gene:1471,gene:150,gene:151,gene:1548,gene:1558,gene:156,gene:157,gene:163,gene:1710,gene:1740,gene:1775,gene:1784,gene:1787,gene:1815,gene:1816,gene:2075,gene:2081,gene:2142,gene:2148,gene:2153,gene:2154,gene:2160,gene:2162,gene:2194,gene:2206,gene:2212,gene:2219,gene:2220,gene:2226,gene:2231,gene:2233,gene:2234,gene:2235,gene:2262,gene:2323,gene:2326,gene:2327,gene:2341,gene:2342,gene:2385,gene:2439,gene:2453,gene:2454,gene:2455,gene:2522,gene:2573,gene:2574,gene:2575,gene:2576,gene:2577,gene:2606,gene:2628,gene:2702,gene:2714,gene:2735,gene:2737,gene:2739,gene:2757,gene:2762,gene:2764,gene:2854,gene:2855,gene:2863,gene:2865,gene:2879,gene:2888,gene:2892,gene:2893,gene:2895,gene:2931,gene:2956,gene:2957,gene:2964,gene:2968,gene:2970,gene:2973,gene:2976,gene:2987,gene:3044,gene:34,gene:344,gene:346,gene:347,gene:348,gene:349,gene:353,gene:359,gene:371,gene:478,gene:479,gene:480,gene:501,gene:515,gene:517,gene:531,gene:577,gene:643,gene:649,gene:712,gene:87,gene:885,gene:888,gene:90,gene:941
HOXC11,0.06784141991231815,0.2054084774078502,0.7683275228885463,0.5219240073665092,0.24246559894950778,0.39481308431317597,0.19037054903884612,0.6709691307729148,0.32418329462848156,0.8900463198806093,0.3032074702825574,0.11450550431299872,0.8841850939842612,0.31338138821107225,0.2164192089131328,9.306461539939537,0.34171653147504444,0.2506001936164963,0.02822593883999982,0.5639866259118167,0.5937038482597815,1.0296943143327149,0.05205242739876482,0.14432184291643965,0.1430668747555004,0.32147462138722593,0.041322399181891664,0.29586580565937776,0.41106007967646113,0.7006308681941501,0.10344861943684557,0.5684077657553186,0.932799977967913,0.26249918835787783,0.5206049793356186,1.0051901530552112,0.22643751684259225,0.570057181304463,0.17043254502697855,0.06830093598732445,0.9833190037552407,0.5315960389123334,0.33785276294096295,0.3302160193892667,0.21677532126105206,0.274183809518713,0.39043734122790746,0.35437466089577224,0.2414719143526226,0.3610555504824445,0.5880115991857463,0.01909614635085167,0.14164292977224816,0.08829316390485964,0.1783472176207478,0.6255597623289612,0.21117462231612075,0.28163644399535187,0.7008755062801852,0.06944342106953,0.11186669163858001,0.2732481318906815,0.4768450264408093,0.7975983437805501,0.6725353189319648,0.2505326028875711,0.47014143847502043,0.05559640099151371,0.27331370498590746,0.3730352505717963,0.35488159136271114,0.1551908356543493,0.40382434082249263,0.268055247157213,0.2505353771339076,0.6281725979695019,0.3187911685672111,0.2539040687990333,0.23911254394555131,0.9199224308823909,0.37249553355724446,0.30581526183885,0.05729928383368853,0.6923383936901946,0.3277872928237834,1.0439211539546167,0.6701721654617074,0.7044921146861075,0.11453425559321316,1.3188792304054204,0.5262392214408,0.7075185652349963,0.5128043030458574,0.3722281970920926,0.37102770504103333,0.37857617711838704,0.5014198048977871,0.26839320080183887,0.12221109961468223,0.38014488731956114,0.2599418376440667,0.5632577557379593,0.6236909291150223,0.1040249060621965,0.15135380076678298,0.3794891563673019,0.5801377836743871,0.22022547488678537,0.6769438485648464,0.10624304211031964,0.4281216946458222,0.1686540009210815,0.43907744563280005,0.16442024880739833,0.5721353440147,0.19921308093006224,0.4111433070665556,0.5050313692194612,0.19066310592523872,0.6559478478819296,0.3747300628791741,0.5399187779217778,0.3564149929741482,0.6298094033080259
HOXC13,0.055633619635741906,0.08736916329782042,0.46610854209957436,0.1538796392314851,0.10247136615301977,0.3537880471706361,0.05427028516062063,0.19823037317356593,0.41441956956622333,0.10937661675723573,0.11978857489879148,0.06857649434406637,0.3495946107826723,0.190522416758534,0.04876545084896872,0.12578768672959145,0.22288042879234463,0.10312530455379829,0.011201789849579999,0.04230111075660191,0.21522308850794677,0.13180330382038083,0.0360486982024985,0.14933959238374464,0.013174388488441912,0.1155830346535021,0.020765267592615953,0.4044834030526276,0.2332710401309808,0.2850810512375872,0.06587590370460701,0.156544688544434,0.15671414254699148,0.07728609997031935,0.4053999951573702,0.06536754169693466,0.22589869066906593,0.5038505699419148,0.07198758140853447,0.04354549732473318,0.1945155893252936,0.200530106065417,0.17014832382766593,0.051826956506862115,0.3658368869628702,0.06929876452120085,0.1468616026840085,0.16793661898909146,0.13391047534568934,0.15121128886653826,0.12443315505979784,0.0401757834453051,0.309160024860734,0.07395687899539849,0.1142329043863723,0.2376570378854872,0.10407677777465169,0.0886702179252485,0.3983940624672191,0.11960371598691061,0.07065945815472381,0.21442203322312975,0.131307045670034,0.8202277948206638,0.44612947505778505,0.15506691760005314,0.26797720048594464,0.0785906757198785,0.0667941463353485,0.14964218881688296,0.2644021611722489,0.2528902925050021,0.1893978583779255,0.21663813946436805,0.16043222744726168,0.24264052605160846,0.3584942469689361,0.2282721470555361,0.15312369832397232,0.279009316262834,0.16876958444322124,0.15390384694613612,0.04155243216348446,0.06449419337336425,0.1574271697785319,0.186436814735834,1.257139632349723,0.547701744681651,0.18614522180935528,0.11579870338402978,0.12984357928431062,0.14219721621101486,0.2463002923665829,0.31394324920565103,0.4122265706889701,0.15094170295337872,0.16690449006442337,0.23488305385660846,0.20309172241576592,0.16014063452078295,0.28618690365687444,0.18795639900552125,0.06223077205348978,0.05526555233797914,0.05130682074706403,0.15763513605439786,0.28328858000274254,0.05541189897655149,0.19960801220734467,0.09045487667036488,0.2754375780011361,0.045417193807526804,0.25870674612525313,0.08060706831524553,0.3000700280092595,0.3259964904005489,0.04286614082357106,0.08946533131646935,0.1975668617219936,0.13056981072384252,0.29809159751186803,0.0703470686006585,0.12536405172319787,0.3273653266289999
HOXC4,0.1509178561935342,0.2152603951002078,1.414099527527082,0.34149912891944073,0.21201233424193824,0.4284852143717944,1.4082935895966506,0.6172442620002583,1.192568408568411,1.150193611250187,1.2207275961480009,0.21808719513407393,0.5085053401586201,0.922160929937023,0.19793196321814982,0.1401220760257035,0.5500329524240769,0.7719488022094635,0.06537081947989463,1.0316498825822575,0.6265360943909289,1.349561902888074,0.1579992351070767,0.27596664476892635,0.29076012798162654,0.11095092978675304,0.05337032662234921,0.5169150119668223,0.7909638318571222,0.4857673596827463,0.2004824565673749,0.7096224082815771,0.784209668454786,0.2681402870727441,0.28294970358230825,2.83836527568737,1.0592067138169903,0.29191742939774606,0.3229255681800131,0.14689994506483722,0.7708334714289857,0.45680373492002413,0.6238313200940211,0.5052798190861582,1.2290478860469662,0.2778160730561368,0.5357629363059077,0.29172545260138505,0.21892233305994388,0.34806364722739597,0.7711055033266632,0.06326451535787726,0.8744348765744855,0.30328020176373605,0.5916071987291355,0.7390057394007159,0.36558910792677185,0.32321858539551146,0.7977724016389938,0.510685481510007,0.5784330825416099,0.22654738715184475,0.6812378228439113,1.2561616939054812,0.8976974899958803,1.2146379678099912,0.19696508413040456,0.1411989337235098,0.9978246591910415,0.57710012624299,1.0575978394507262,0.43769543719316184,0.4709144180695538,0.2722922710652964,0.17119977725037666,0.42689965702533117,1.0691669674419544,0.9564486075542908,0.14683660049437805,2.213748949260051,0.5547663074436657,1.2791172998994969,0.28206559991485636,0.585276627853183,0.8767005136651426,1.354839321703018,0.7640443324969481,1.1265151776423423,0.2300597075678582,1.006179924619708,0.8698686268634701,0.6481431994064577,0.6037126181757851,0.257574956783946,0.42463401993467415,0.47204140735993205,0.35589233662555836,0.296260612952666,0.36472560096014406,0.8743454946652487,0.6994795046681723,0.7290843474754202,0.6360028044301066,0.29498400611856507,0.4110013356910636,0.4927624656230254,0.663590725024574,0.22052693263924458,0.8890352171398347,0.370790357810366,0.3390994189649284,0.2434129761908543,0.3028010370068269,0.2774888575449304,0.5864152756534617,0.6453607017102133,0.275239542368134,0.6091338252795013,0.8281816816293737,0.39549163135347815,2.6004617226584785,0.26138573505341134,0.4885343126991234,0.4005786278400478
HOXC5,0.022209679877219758,0.07866018287573995,0.3135927457767988,0.07500476381516903,0.06577347041626448,0.09501616337551635,0.050081549468425336,0.25995520068909816,0.38987674138183886,0.08527579887379212,0.23287838886560003,0.06819788547565261,0.06990036763667763,0.04548061842757279,0.029959596977085095,0.07432701911293733,0.045611946406000616,0.11673268319815032,0.013610871255778001,0.10832208661358911,0.11045482660224425,0.2031601781539491,0.04682126851243982,0.06556365892530479,0.0655375252346823,0.04075446001745982,0.012498416930037273,0.10790905888482363,0.22478436443242789,0.08750169681324668,0.09690570340412,0.06994777101872159,0.13568414313599517,0.0602116934315474,0.06791569108132843,0.060284900741556124,0.06971594787036062,0.20243964674688122,0.023868798248757636,0.02073127144209982,0.16222179301415882,0.13804771698503818,0.06141771791140964,0.07704434585302479,0.07417516340906788,0.4174523192251037,0.12430403381887274,0.1375349360523194,0.02104784359348891,0.39906722665185335,0.18690205472284427,0.031468508458042006,0.11882255404130486,0.09770455344239092,0.13320350354346971,0.11719187769899334,0.044259177543463216,0.05483161567122134,0.07342388163416975,0.023975064265200487,0.09042751599366304,0.182442839184137,0.058119266927795704,0.37725425125184303,0.1762169202068182,0.16048971465460546,0.1022536293053206,0.07888755422822201,0.09172348323841213,0.11702617196350061,0.18222519583005697,0.12092726420405576,0.08173909436999212,0.09407716420772426,0.03170066136906067,0.052128798488072545,0.09709119489907456,0.055141922332114186,0.08912577790240425,0.21658564035543698,0.22646780279997095,0.16623912659155213,0.0747444986375817,0.11966180000514363,0.3980095129272903,0.20308350833603456,0.13407325255314548,0.11019019206944243,0.08774077474007697,0.2509370164077303,0.07096014237785128,0.1264639792267879,0.12103031503458606,0.11077222316027759,0.046975762317570856,0.059267005857910005,0.11803771891598606,0.20359464045546488,0.25662047581313757,0.12782342578314365,0.3138738684424855,0.16627704929718728,0.041314232128900424,0.06240543951187649,0.06240840737579576,0.19738768283096364,0.1999285041085188,0.061307494743074425,0.07623791127362686,0.15333963582909094,0.3733622274843746,0.04286090143416364,0.09613405878510908,0.05833897129848631,0.18436947751173152,0.05159433566061018,0.0761244729193791,0.11711685669436728,0.11668239439285154,0.07479726066281323,0.19903649611944849,0.2142517451455867,0.06538402071752437,0.10052649738563273
HOXC6,0.015284929691959565,0.06832146801063044,0.46206437172620873,0.18339638134436959,0.05345357918733,0.31218195646053043,0.37824911264678696,0.13677931302213045,0.27623979788135655,0.0775398713844087,0.09308344005851739,0.027943579289673483,0.07789240593165653,0.18264085275955216,0.03039747885482,0.06236983931568174,0.06519836650221696,0.10624313875742608,0.005729306908131131,0.04970471181042652,0.1671218319456,0.15789797349178697,0.03239124241903261,0.035483522725249565,0.018158734042783477,0.05317025596802348,0.019422062390338696,0.31483107970242175,0.11006237666677826,0.044767182493943916,0.024134296901384782,0.0938989745237174,0.10358242347046089,0.16063505989923915,0.06442019933525522,0.06867263878786957,0.06643353299909262,0.140522861696,0.03340718288701044,0.012105504482186957,0.14466667686742177,0.07039576219385653,0.09744682220133913,0.07666842234885218,0.1779119802544,0.04672848833194957,0.1111377093186348,0.18172371742870436,0.08114636117240434,0.07596608079437392,0.05085893855728609,0.03062741047828609,0.16716547258587827,0.09699814186847827,0.19945000000173047,0.10071100571715218,0.03544513259950478,0.0888162037013087,0.27465032393622174,0.05696262760820435,0.15038564639888696,0.1934923707187435,0.06020158137885653,0.21378049525310436,0.1404287615654,0.15180123966791303,0.03282778519881609,0.031734996290848264,0.11340020376306088,0.0826540089170174,0.20076194675009568,0.1015995018778174,0.050065701731728265,0.14535128941178696,0.05512201541596826,0.030784789537289563,0.04342823309940653,0.06995390071103913,0.07046190503927825,0.21192849558129567,0.18023038926918264,0.07780103334107392,0.04011434016677652,0.2471069429556,0.08748925548284783,0.17591064776663914,0.12624282593494784,0.19539482988087392,0.10296736319653914,0.10919979213627827,0.12958678999626957,0.07507690274870436,0.44100639902193917,0.035140739133563914,0.19250909254247392,0.05506746461562043,0.08632800532044348,0.2463009548804609,0.08232738599993478,0.5601528477166391,0.14153887035247825,0.10860109710246087,0.13940116086384785,0.12811187273186522,0.0830904153198,0.07828312603914783,0.20063716179430002,0.045032708514636956,0.18131322265608696,0.05798095467369739,0.10851245205189566,0.0463346997419387,0.1153094817752348,0.02476476777640478,0.0977141211230435,0.19690520516550436,0.059325290959769135,0.12528955069886957,0.10756258624083914,0.029949412218463048,0.1801260608635174,0.14690394156668699,0.14416344573421302,0.1176919879804261
HOXC8,0.2529031998804868,0.136226088324671,0.8970593168124209,0.1843981263971447,0.08288341861636052,0.12936530182538156,0.06777448829683025,0.16237559223884207,0.16141766285194736,0.175702402099671,0.6543138864237894,0.029895379616006572,0.2862940375846315,0.3126819303188289,0.09719363703613287,0.2028896628496447,0.21230602124068418,0.19414363632409207,0.010748088008895656,0.05756083959073947,0.3389145422619999,0.21406222511665787,0.06352591837221445,0.1450749063597763,0.04433441548072894,0.12200149304530261,0.06137320171577499,0.11743383203039473,0.29201755631865783,0.0627302683472092,0.0772201532033592,0.1498918914616842,0.17830499563940785,0.15453172523861838,0.03261574598105,0.07946669445043289,0.13005859775151313,0.24502215297255261,0.037126543607694726,0.03966844641572762,0.14509677689372366,0.16338382385381575,0.12101294491088156,0.13332386846985522,0.07059655264472893,0.20997571584859206,0.08130305383332367,0.08894450904186446,0.12271228539859207,0.8807810783953947,0.24637812607728943,0.06054780776460131,0.16872460824376312,0.061887487321547356,0.25219459458059207,0.8518398008228419,0.06525565890211182,0.09048299175239209,0.21148587621765785,0.05212491837812104,0.08502662159053288,0.24326485556988153,0.1920615614923026,0.13413417175260525,0.21280904352147365,0.3556083208240262,0.13854545844978947,0.038946062679446045,0.20970561475434207,0.08392434667958551,0.17000294095298682,0.21796611542626312,0.19715083474185524,0.0568753077041592,0.04537184425852236,0.04888009660901973,0.14270960811336839,0.08851726816120262,0.08640413717120789,0.22178033654668416,0.4047109501159604,0.15411946567371052,0.030800601016088152,0.3389582833298947,0.3644549518057368,0.20219199281672365,0.3420868632110657,0.24178531394834205,0.09204695363496841,0.43044710093852623,0.06506112050264999,0.3853609952060263,0.0929899017061092,0.12728978815377628,0.4203418207281447,0.2164362715766447,0.17150872721526314,0.44297672983697367,0.06182624982649473,0.18065935861884208,0.2684203437161447,0.2593867196691842,0.05027554602753157,0.15618841818513154,0.0975952893920763,0.1656332082703026,0.0984130286563684,0.0481519171812421,0.054024811662128934,0.08704210064645262,0.25968962656435524,0.2201925357821052,0.14487151039406576,0.03016394977288026,0.15866853673476314,0.1483915728328947,0.05576133205754999,0.0681364456336592,0.0780990206100342,0.14835329939848682,0.49267314412557883,0.17692387142063154,0.11271417080455261,0.2204462339758947
HOXC9,0.1444801537826275,0.1686061085866667,0.3716961551427452,0.4938671954408824,0.12451763926185296,0.5263432761389216,0.1408267631485,0.6411482427393138,0.8142467635262746,0.3314177297458824,0.2234600280851961,0.06897225549327451,0.23716298018470594,0.4253709638275491,0.24523146703862747,0.18753757492303924,0.1882820991797059,0.19471835977862748,0.006515917956608824,0.36314254841117655,0.5319053102916668,0.12920729985684315,0.05681882344740197,0.23920115744843143,0.0428438336387255,0.02748035662468628,0.08142063368698041,0.330092072302451,0.1249010187207157,0.3182302175163726,0.1400674157844608,0.22918882219588238,0.24385022294254904,0.32333745178382356,0.1463316946489804,0.1997026296326471,0.10372435695060786,0.23980418840745102,0.07573091867754903,0.05300153641016667,0.34859063652578437,0.2994368755896079,0.10063138084180392,0.30645258493127453,0.5708008071484314,0.368874711409902,0.09637209569382355,0.17884752822588237,0.26636281726460787,0.21307879959235296,0.1903034320032353,0.05981730224670589,0.38993531498705886,0.045756574237431374,0.13634395227911766,0.34704768580382356,0.14017623086812747,0.11250721651324512,0.12682953867876473,0.14522922603814709,0.1356016177996765,0.48830684573215694,0.18431860240156867,0.6043380875788236,0.22600016966676476,0.575995632504902,0.709516456607157,0.06611745976884315,0.25190523424431377,0.1689952151551961,0.3880925332296079,0.3326726405404902,0.17023328150960787,0.22891088893264708,0.1373217720325,0.21008554256950981,0.1891849611742157,0.2520602030941177,0.2035313708892157,0.40481737790029415,0.5036117040943138,0.36651143645039225,0.1674275031061471,0.9591898025254904,0.5660018261365687,0.38397743648970595,0.19228770705833337,0.19491207084088238,0.09776294112081374,0.8151631010729413,0.6161376179361765,0.312777672224902,0.12505632445932355,0.2165453853847059,0.31088098825882354,0.153880362078451,0.09274700371922551,0.46154776803666675,0.5074269697987256,0.24773455085176474,0.06288922280526471,0.44940292665529413,0.8061176366876471,0.2399962150256863,0.38666917803303924,0.08388632284288236,0.43268313531666674,0.2922712507301961,0.42462475512686276,0.09137586628726471,0.31872039072607844,0.08782320540550982,0.19894631426784315,0.32489050916990203,0.474140671527255,0.27559525493607845,0.16533626585580394,0.20761951652480393,0.3756832341371569,0.11751506858353922,0.43209526435382356,0.40814752372705887,0.0570270207282255,0.27926902734284315
HOXD1,0.26946607198454653,0.42098126340496156,1.109821759185505,0.6753491332101013,0.2328000165172404,0.5729331971581166,0.2536395899823717,0.44026672212634615,1.2047377946236177,1.7586110939810677,0.731894436522582,0.1561109951800432,1.1013688636816,0.7895675444386525,0.228825915045341,0.14220149905282,0.626221964677732,0.3881706079750269,0.044963031984765,0.8796340200813295,0.3396327173480333,0.312836079966741,0.14302620616919498,0.12994028935374322,0.15843850193070153,0.2406723746014477,0.07902414076892975,0.17619606736537294,0.2625985878021377,0.34709596431228845,0.1268393905961732,0.261756399714407,0.8359033965771372,0.27052451660501553,0.08169309036332487,0.20276939943515448,0.3469662667828757,0.1718117269689178,0.09173844596749871,0.05851811551531013,0.711548841473823,0.19602907522180035,0.5416704535466089,1.1053641114898165,0.24759032803986716,0.6615278877931089,0.69506315768085,0.4120095777834051,0.6108979196264563,0.48312893608577434,0.3419137021587936,0.13540111924432474,0.37892261022559104,0.12849613555884654,0.6828095606628475,0.3393592247316628,0.2803251386102104,0.14134013828682832,0.5323519680094486,0.32506994040418075,0.4244013308653474,0.2122691795623418,0.33592224020222305,0.6070408278821795,0.4794522930780718,1.0846688970139449,0.4367000400674936,0.1756834801730414,0.2803626381132797,0.2517987309181623,0.20155362607248473,0.4674327155153141,0.4524357337990795,0.2677416587456578,0.16181148354888758,0.24579119774599065,0.8032647313492499,0.18981177039336103,0.1024057858105523,0.33690906923036407,1.0873023207633268,0.39205307532288464,0.32377014559854356,0.23157268315738383,1.0131068754046666,0.5640742919969192,0.12342355240305077,0.75818074232075,0.09555155333223563,0.8563307574596564,0.44501195999595,0.7848533211956474,0.3264796961586679,0.18747411340127038,0.4331277189856231,0.39148071448656285,0.2977488738822192,0.43386643100097433,0.6259343745038166,0.5716136657719167,1.5355454409485614,0.6717824511512488,0.1834461592595496,0.2901305537849705,1.6722889296223087,0.12512935686598026,0.7319085340801269,0.22775139920927087,0.3723136752485551,0.384524979593923,0.5192412394927179,0.07082923056809577,0.5805035855597127,0.4025472971592872,0.5747433235468782,0.17745300559607372,0.3305003195704654,0.5568337864418731,0.24433548395390717,0.26171974606479037,0.883967609270623,0.5332260165772308,0.3499831440974782,0.3329955872559077
HOXD10,0.14123931455704997,0.14615308640594998,0.09287838991109998,0.06336306667059999,0.05978832252498499,0.07890107562814999,0.05577187904409499,0.07638164820489998,0.08159604566734999,0.06939782381560498,0.11378146448729998,0.04282173780904999,0.04584490857717999,0.13209830594834998,0.021934511817204995,0.7716270624104998,0.0405723759488,0.12308522313264997,0.008606492003614997,0.19844559709009998,0.10599931207979997,0.25625028805484995,0.07262702618035,0.05407288237328499,0.08840809414459998,0.022853445430254995,0.013800350269299997,0.10270166941579997,0.13490840920124997,0.03944343082557499,0.058534720823469985,0.12340290551859996,0.11672873261824997,0.08998300279619997,0.058412907040579984,0.040705063424094995,0.08001118723184998,0.08637478473474998,0.017538484080529996,0.018579871105435,0.18575038353254997,0.06442613001042999,0.10171024452004998,0.25456379968379994,0.15835010006964997,0.06627764265444999,0.05446170571411999,0.12015003688214998,0.09803735286324998,0.030595301212959992,0.08605710234879999,0.03322652156531499,0.14116042698469997,0.07845973164229998,0.08559443739744999,0.11066860352429998,0.05350091193880499,0.06536354179357999,0.07192983060849999,0.04087556007820999,0.06711712013606999,0.18310303031629996,0.22375997942824996,0.12995270612019996,0.13806391209524996,0.04023806320975999,0.15746314790484997,0.012184718573594997,0.07444215104324998,0.03180178358071999,0.22175296587584997,0.10727785931094999,0.039917395888639996,0.04139216707227499,0.09659463419774998,0.19101595131219998,0.18706091221194998,0.17516097066754996,0.03327790509216999,0.2757838459470999,0.23654616243859994,0.05481549160164999,0.02836527036142999,0.13151340079479998,0.17593492171519995,0.07331995755909998,0.026101410244639994,0.18623436944939994,0.05133576789227999,0.16265196020869996,0.15216630937579997,0.15251455181229998,0.16413305661209998,0.13848393511559998,0.15482076958054997,0.07782720966579999,0.15720871771654996,0.09153090489149998,0.04715138627313499,0.08115967657344998,0.06930259016970498,0.13138902849604997,0.10177420741654997,0.16380471374339997,0.2926601008391999,0.13705614112594997,0.23758804695269997,0.036263693100789994,0.22011480502659997,0.09583489712709999,0.19881871398634995,0.005416989276630999,0.14223145015164998,0.026592076730679995,0.20345389188604995,0.12721651554769997,0.029685180265649994,0.24990943291514994,0.04691394178734999,0.041608717011869994,0.13451539273719998,0.17372749108709995,0.03331592748064499,0.07544352572289997
HOXD11,0.5767245111820681,0.30790194610512345,1.5579784997967407,1.113854802703881,0.2770531566005736,0.1991683114517796,0.15683975821685447,0.8297833431155406,0.25390106242495236,0.332716599288749,0.231406880821703,0.12262489115871661,0.3166968690354043,0.2786295299149209,0.14484515585440258,0.10956363417179661,0.4965632828440426,0.8357708310742213,0.0679871435574298,0.5532040656094639,1.1626307853715576,0.6034250097417533,0.13526261514941448,0.10689813537555916,0.09950380107751321,0.2127611891035345,0.06532591137969022,0.5125033695520936,0.6255289379730639,0.2815399326129362,0.03938942197235745,0.6125527289148681,1.0387964500893108,0.25304916093154384,0.20712527050907834,0.1376687035409813,0.2592178379557677,0.4122463680890894,0.13008692247026216,0.06404990800759319,0.982505530040715,0.14144608311776427,0.4876289837094979,0.5047665680092851,0.49997657764234044,0.2982536994752681,0.24832060987096854,0.6650065367277107,0.27958980351817536,0.6568772062830979,0.2227035479685098,0.12611640729614215,0.6155621171620341,0.27540225968313026,0.43188134641629794,0.8466051976464851,0.2832377623338562,0.37951855979807664,0.5077190680098128,0.07227765511889023,0.32726670526080004,0.18431991019671748,0.2962256334826128,0.6946168691029447,0.9129852482363832,0.8877268667289788,0.5532865535670894,0.07855697978282554,0.9613999905379065,0.37532305160850216,0.4805037308180511,0.2224728661283915,0.14694746100892087,0.23725157928132173,0.6865273604309788,0.5814234803543916,0.5219240631953959,0.5170885622311404,0.19374942151824853,0.5643029625285958,0.8832554505432086,0.3640819340727745,0.10684892704221703,0.5932107250578469,0.3998760188575915,1.1731863995352938,0.1324676955920749,0.4520084080769277,0.21746527821805534,1.0176141114535404,0.4684718666540511,0.37543682810177875,0.44432280595609364,0.16121304217717364,0.5703245834352596,0.18305983553367916,0.27486694128226385,0.29317642346280004,0.797049845999864,0.7442660863565193,0.23534212528290727,0.507645113289183,0.5279599061637192,0.1331560433763983,0.2074529468097149,1.0304225001841534,0.6446206335448766,0.49534871877831493,0.6104222640782639,0.28874482904967663,0.7463055299985022,0.15435004410272937,0.45540748081356597,0.15278305734907746,0.17233469439496088,0.531071693254834,0.12540786418426214,0.4714755660765533,0.41571655113402556,0.3540013367684681,0.5124663921917788,0.4404145834120426,0.2723283032760298,0.7627149447413192
HOXD12,0.14474263730967443,0.07640585471599888,0.917802994692422,0.5964178349781166,0.18509344427265612,0.18984972274803885,0.12802455750301386,0.2551938361250055,0.2411503182719944,0.2982058917383,0.2376989452403222,0.08061346372053722,0.21460439828554997,0.22660049145875552,0.19305298421752776,0.2116411797095555,0.20616457083697218,0.22500087789118328,0.018901703613934555,0.12543027880281887,0.47198686079241664,0.3077491096300833,0.16530039482866,0.4029614173261444,0.12373021031006999,0.10610581729292999,0.03890691870110499,0.28474130086371663,1.492746067955061,1.1406838298856,0.1241007639196072,0.31445215614337774,0.8892580620383055,0.3077228864568444,0.1892800747386033,0.11021135763855389,0.3187406535515222,0.27194237515596664,0.05039165999615222,0.04351190963857111,0.4721199938257833,0.10134631135007165,0.11101600562355331,0.5861020420593721,0.4244765223850666,0.11920812494338222,0.2899839183443222,0.3184663188161,0.13864756498208777,0.3597355419925944,0.2890782102839944,0.09541079694580777,0.19884164885165387,0.06154235840747944,0.27282387721022777,0.2154516084978833,0.24958812855339996,0.6260076602274444,0.6077119539753889,0.09879136740973499,0.35336936239706107,0.4992387892891389,0.35536434073038886,1.0046299384535555,0.6380743542516777,0.37872717091906666,0.2170814795730389,0.09130142398255667,0.4946578026410222,0.15356592823769166,0.39332137541009443,0.12694698679961278,0.23291019037346666,0.12719166917760333,0.3182746879347389,0.1323737716430422,0.1262331113373633,0.24481752819109442,0.25503246275122776,0.22376838874895555,0.3834836511111666,0.1914257354596961,0.10127974483338832,0.3831427498590611,0.3505412940216055,0.44283274365228886,0.046978814857469436,0.5546423028413944,0.10137011392270388,0.4306611569351,0.19912364882233055,0.19331279534930998,0.21833212321981665,0.7746506919813277,0.489445442668,0.09774425593063443,0.5474349645350444,0.21396899062629998,0.4064148075249889,1.0142941863756723,0.7135506983347165,0.07135043034897555,0.2516315188988611,0.32683554541365,0.18652522953149941,0.4342194398269,0.4992529094593444,0.08161075117048389,0.872243256940611,0.3029845607692944,0.4449749751891888,0.09080479742475554,0.3589750699686666,0.10665307474675387,0.3583336108079,0.5167296458394777,0.15486276501271332,0.4864297777455277,0.2521862398712222,0.1916889757756711,0.35810567091743883,0.23623044753894443,0.18786604055087555,0.5358806309725556
