source,target,mor
MEN1,hsa-miR-24-1-5p,1
MEN1,hsa-miR-24-2-5p,1
MEN1,hsa-miR-27a-5p,1
MEF2A,hsa-miR-503-5p,1
KLF4,hsa-miR-15a-5p,1
MAX,hsa-miR-92a-2-5p,1
LMX1A,hsa-miR-135a-2-5p,1
MAFB,hsa-miR-506-5p,-1
MAX,hsa-miR-106a-5p,1
MAX,hsa-miR-106b-5p,1
MAX,hsa-miR-15-5p,-1
MAX,hsa-miR-93-5p,1
MAX,hsa-miR-16-5p,-1
MAX,hsa-miR-18a-5p,-1
MAX,hsa-miR-18b-5p,1
MAX,hsa-miR-193a-5p,-1
MAX,hsa-miR-19a-5p,-1
MAX,hsa-miR-19b-1-5p,-1
MAX,hsa-miR-19b-2-5p,1
MAX,hsa-miR-20a-5p,-1
MAX,hsa-miR-20b-5p,1
MAX,hsa-miR-25-5p,1
MAX,hsa-miR-363-5p,1
MAX,hsa-miR-92a-1-5p,-1
MAX,hsa-miR-17-5p,-1
HIF1A,hsa-miR-361-5p,-1
RELA,hsa-miR-145-5p,1
RELA,hsa-miR-146a-5p,1
TP53,hsa-miR-1204-5p,1
TP53,hsa-miR-1206-5p,1
TP53,hsa-miR-124-5p,1
TP53,hsa-miR-1246-5p,1
TP53,hsa-miR-125a-5p,1
TP53,hsa-miR-125b-5p,-1
TP53,hsa-miR-127-5p,1
TP53,hsa-miR-1275-5p,-1
TP53,hsa-miR-1277-5p,-1
TP53,hsa-miR-1323-5p,1
TP53,hsa-miR-139-5p,1
TP53,hsa-miR-141-5p,1
TP53,hsa-miR-142-5p,1
TP53,hsa-miR-145-5p,1
TP53,hsa-miR-146a-5p,-1
TP53,hsa-miR-148a-5p,1
TP53,hsa-miR-149-5p,1
TP53,hsa-miR-10b-5p,1
TP53,hsa-miR-107-5p,1
TLX3,hsa-miR-18a-5p,1
TLX3,hsa-miR-19a-5p,1
TLX3,hsa-miR-19b-5p,1
TLX3,hsa-miR-20a-5p,1
TLX3,hsa-miR-92a-5p,1
TNF,hsa-let-7a-1-5p,1
TNF,hsa-let-7d-5p,1
TNF,hsa-let-7f-1-5p,1
TNF,hsa-miR-146b-5p,1
TNF,hsa-miR-17-5p,1
TNF,hsa-miR-181a-1-5p,-1
TP53,hsa-miR-150-5p,-1
TNF,hsa-miR-181b-1-5p,-1
TNF,hsa-miR-31-5p,1
TNF,hsa-miR-9-5p,1
TNFSF12,hsa-miR-1-1-5p,-1
TNFSF12,hsa-miR-1-2-5p,-1
TNFSF12,hsa-miR-133a-5p,-1
TNFSF12,hsa-miR-133b-5p,-1
TNFSF12,hsa-miR-146a-5p,1
TNFSF12,hsa-miR-206-5p,-1
TNFSF12,hsa-miR-455-5p,1
TP53,hsa-miR-100-5p,-1
TP53,hsa-miR-106a-5p,1
TNF,hsa-miR-203-5p,1
TLX3,hsa-miR-17-5p,1
TP53,hsa-miR-151a-5p,1
TP53,hsa-miR-15a-5p,1
TP53,hsa-miR-22-5p,1
TP53,hsa-miR-221-5p,1
TP53,hsa-miR-222-5p,-1
TP53,hsa-miR-224-5p,-1
TP53,hsa-miR-23b-5p,1
TP53,hsa-miR-26a-5p,1
TP53,hsa-miR-27a-5p,-1
TP53,hsa-miR-27b-5p,-1
TP53,hsa-miR-29-5p,1
TP53,hsa-miR-29a-5p,-1
TP53,hsa-miR-300-5p,1
TP53,hsa-miR-320-5p,1
TP53,hsa-miR-34a-5p,1
TP53,hsa-miR-215-5p,1
TP53,hsa-miR-210-5p,-1
TP53,hsa-miR-20a-5p,-1
TP53,hsa-miR-15b-5p,1
TP53,hsa-miR-16-1-5p,1
TP53,hsa-miR-16-2-5p,1
TP53,hsa-miR-17-5p,-1
TP53,hsa-miR-184-5p,1
TP53,hsa-miR-18a-5p,-1
TP53,hsa-miR-191-5p,1
TP53,hsa-miR-192-5p,1
TP53,hsa-miR-155-5p,-1
TP53,hsa-miR-196a-1-5p,-1
TP53,hsa-miR-198-5p,1
TP53,hsa-miR-19a-5p,-1
TP53,hsa-miR-19b-1-5p,-1
TP53,hsa-miR-200a-5p,1
TP53,hsa-miR-200b-5p,1
TP53,hsa-miR-200c-5p,1
TP53,hsa-miR-202-5p,1
TP53,hsa-miR-205-5p,1
TP53,hsa-miR-193b-5p,1
TLX1,hsa-miR-92a-5p,1
TLX1,hsa-miR-20a-5p,1
TLX1,hsa-miR-19b-5p,1
TAL1,hsa-miR-620-5p,-1
TBX1,hsa-miR-96-5p,-1
TCF3,hsa-miR-320a-5p,1
TCF3,hsa-miR-451-5p,1
TCF3,hsa-miR-495-5p,1
TCF3,hsa-miR-709-5p,1
TCF4,hsa-miR-125b-1-5p,1
TCF4,hsa-miR-146a-5p,1
TCF4,hsa-miR-181a-2-5p,1
TCF4,hsa-miR-181b-2-5p,1
TCF4,hsa-miR-21-5p,1
TCF4,hsa-miR-34a-5p,1
TCF7L2,hsa-miR-181a-2-5p,1
TCF7L2,hsa-miR-181b-2-5p,1
TCF7L2,hsa-miR-21-5p,1
TEAD1,hsa-miR-106b-5p,1
TEAD1,hsa-miR-25-5p,1
TEAD1,hsa-miR-93-5p,1
TEAD2,hsa-miR-130a-5p,1
TFAP2A,hsa-miR-126-5p,1
TFAP2A,hsa-miR-17-5p,1
TFAP2A,hsa-miR-18a-5p,1
TFAP2A,hsa-miR-19a-5p,1
TAL1,hsa-miR-451-5p,1
TAL1,hsa-miR-29c-5p,1
TAL1,hsa-miR-26a-5p,1
TAL1,hsa-miR-223-5p,1
STAT3,hsa-miR-29b-2-5p,1
STAT3,hsa-miR-29c-5p,1
STAT3,hsa-miR-30c-1-5p,1
STAT3,hsa-miR-34a-5p,-1
STAT3,hsa-miR-370-5p,1
STAT3,hsa-miR-383-5p,-1
STAT3,hsa-miR-451-5p,-1
STAT3,hsa-miR-520d-5p,-1
STAT3,hsa-miR-629-5p,1
STAT3,hsa-miR-92a-1-5p,1
TFAP2A,hsa-miR-19b-1-5p,1
STAT3,hsa-miR-96-5p,1
STAT6,hsa-miR-142-5p,1
STAT6,hsa-miR-342-5p,1
SUV39H1,hsa-miR-122-5p,-1
SUZ12,hsa-miR-31-5p,-1
TAL1,hsa-miR-144-5p,1
TAL1,hsa-miR-146b-5p,-1
TAL1,hsa-miR-181a-5p,1
STAT4,hsa-miR-506-5p,-1
TFAP2A,hsa-miR-20a-5p,1
TFAP2A,hsa-miR-214-5p,1
TFAP2A,hsa-miR-638-5p,-1
TGFB1,hsa-miR-24-5p,1
TGFB1,hsa-miR-27a-5p,1
TGFB1,hsa-miR-29a-5p,-1
TGFB1,hsa-miR-421-5p,1
TGFB1,hsa-miR-424-5p,1
TGFB1,hsa-miR-429-5p,-1
TGFB1,hsa-miR-433-5p,1
TGFB1,hsa-miR-503-5p,1
TGFB1,hsa-miR-509-5p,1
TH,hsa-miR-21-5p,-1
TLR2,hsa-miR-146a-5p,1
TLR2,hsa-miR-27a-5p,-1
TLR2,hsa-miR-9-5p,1
TLR4,hsa-miR-187-5p,1
TLR4,hsa-miR-27a-5p,-1
TLR4,hsa-miR-9-5p,1
TLR7,hsa-miR-9-5p,1
TLR8,hsa-miR-9-5p,1
TLX1,hsa-miR-17-5p,1
TLX1,hsa-miR-18a-5p,1
TLX1,hsa-miR-19a-5p,1
TGFB1,hsa-miR-23a-5p,1
TGFB1,hsa-miR-217-5p,1
TFAP2A,hsa-miR-92a-1-5p,1
TFAP2A,hsa-miR-944-5p,1
TFAP2C,hsa-miR-944-5p,1
TGFB1,hsa-let-7d-5p,-1
TGFB1,hsa-miR-122-5p,-1
TGFB1,hsa-miR-141-5p,-1
TGFB1,hsa-miR-143-5p,1
TGFB1,hsa-miR-145-5p,1
TGFB1,hsa-miR-146a-5p,1
TGFB1,hsa-miR-155-5p,1
TGFB1,hsa-miR-181b-1-5p,1
TGFB1,hsa-miR-224-5p,1
TGFB1,hsa-miR-181b-2-5p,1
TGFB1,hsa-miR-194-5p,-1
TGFB1,hsa-miR-199a-5p,1
TGFB1,hsa-miR-200a-5p,-1
TGFB1,hsa-miR-200b-5p,-1
TGFB1,hsa-miR-200c-5p,-1
TGFB1,hsa-miR-205-5p,-1
TGFB1,hsa-miR-21-5p,1
TGFB1,hsa-miR-215-5p,1
TGFB1,hsa-miR-216a-5p,1
TGFB1,hsa-miR-192-5p,-1
STAT3,hsa-miR-29b-1-5p,1
YY1,hsa-miR-372-5p,-1
YY1,hsa-miR-9-1-5p,-1
YY1,hsa-miR-9-2-5p,-1
YY1,hsa-miR-9-3-5p,-1
ZBTB16,hsa-miR-146a-5p,-1
ZBTB16,hsa-miR-221-5p,-1
ZBTB16,hsa-miR-222-5p,-1
ZBTB4,hsa-miR-31-5p,-1
ZBTB7A,hsa-miR-125-5p,-1
ZBTB7A,hsa-miR-21-5p,1
ZBTB7A,hsa-miR-675-5p,-1
ZEB1,hsa-let-7-5p,-1
ZEB1,hsa-miR-100-5p,1
ZEB1,hsa-miR-101-1-5p,-1
ZEB1,hsa-miR-103-5p,-1
ZEB1,hsa-miR-107-5p,-1
ZEB1,hsa-miR-128b-5p,-1
ZEB1,hsa-miR-141-5p,-1
ZEB1,hsa-miR-145-5p,-1
YY1,hsa-miR-31-5p,-1
YY1,hsa-miR-29c-5p,-1
YY1,hsa-miR-29b-5p,-1
YY1,hsa-miR-29a-5p,1
TWIST1,hsa-miR-429-5p,-1
UBE2I,hsa-miR-200c-5p,-1
USF1,hsa-miR-132-5p,1
USF1,hsa-miR-148a-5p,1
USF1,hsa-miR-483-5p,1
VDR,hsa-miR-145-5p,1
VHL,hsa-miR-210-5p,1
XBP1,hsa-miR-1274b-5p,1
XBP1,hsa-miR-346-5p,1
YAP1,hsa-miR-106b-5p,1
YAP1,hsa-miR-130a-5p,1
ZEB1,hsa-miR-15b-5p,-1
YAP1,hsa-miR-25-5p,1
YBX1,hsa-miR-29b-2-5p,-1
YY1,hsa-let-7a-1-5p,-1
YY1,hsa-let-7a-2-5p,-1
YY1,hsa-let-7a-3-5p,-1
YY1,hsa-miR-1-5p,1
YY1,hsa-miR-10a-5p,-1
YY1,hsa-miR-137-5p,1
YY1,hsa-miR-155-5p,-1
YY1,hsa-miR-2682-5p,1
YAP1,hsa-miR-93-5p,1
TWIST1,hsa-miR-373-5p,1
ZEB1,hsa-miR-16-5p,-1
ZEB1,hsa-miR-182-5p,1
ZEB2,hsa-miR-103-5p,-1
ZEB2,hsa-miR-107-5p,-1
ZEB2,hsa-miR-128-2-5p,-1
ZEB2,hsa-miR-141-5p,-1
ZEB2,hsa-miR-145-5p,-1
ZEB2,hsa-miR-15b-5p,-1
ZEB2,hsa-miR-16-5p,-1
ZEB2,hsa-miR-200a-5p,-1
ZEB2,hsa-miR-200b-5p,-1
ZEB2,hsa-miR-200c-5p,-1
ZEB2,hsa-miR-203-5p,-1
ZEB2,hsa-miR-335-5p,-1
ZEB2,hsa-miR-429-5p,-1
ZFP42,hsa-miR-302a-5p,1
ZFP42,hsa-miR-302b-5p,1
ZFP42,hsa-miR-302c-5p,1
ZFP42,hsa-miR-302d-5p,1
ZFP42,hsa-miR-367-5p,1
ZIC1,hsa-miR-23a-5p,-1
ZEB1,hsa-miR-96-5p,1
ZEB1,hsa-miR-429-5p,-1
ZEB1,hsa-miR-183-5p,-1
ZEB1,hsa-miR-200a-5p,-1
ZEB1,hsa-miR-200b-5p,-1
ZEB1,hsa-miR-200c-5p,-1
ZEB1,hsa-miR-203-5p,-1
ZEB1,hsa-miR-205-5p,-1
ZEB1,hsa-miR-335-5p,-1
ZEB1,hsa-miR-34a-5p,-1
ZEB1,hsa-miR-34b-5p,-1
ZEB1,hsa-miR-34c-5p,-1
ZEB1,hsa-miR-375-5p,-1
TWIST1,hsa-miR-372-5p,1
TP53,hsa-miR-7-1-5p,-1
TP53,hsa-miR-9-2-5p,1
TP53,hsa-miR-92a-1-5p,-1
TP63,hsa-miR-1204-5p,1
TP63,hsa-miR-1246-5p,1
TP63,hsa-miR-130b-5p,-1
TP63,hsa-miR-133b-5p,1
TP63,hsa-miR-138-2-5p,-1
TP63,hsa-miR-155-5p,-1
TP63,hsa-miR-181a-5p,-1
TP63,hsa-miR-181b-1-5p,-1
TP63,hsa-miR-193a-5p,-1
TP63,hsa-miR-200a-5p,1
TP63,hsa-miR-200b-5p,1
TP63,hsa-miR-202-5p,1
TP63,hsa-miR-205-5p,1
TP63,hsa-miR-34a-5p,1
TP63,hsa-miR-429-5p,1
TP53,hsa-miR-655-5p,1
TP53,hsa-miR-605-5p,1
TP53,hsa-miR-590-5p,-1
TP53,hsa-miR-519d-5p,1
TP53,hsa-miR-34b-5p,1
TP53,hsa-miR-34c-5p,1
TP53,hsa-miR-365-5p,1
TP53,hsa-miR-3661-5p,1
TP53,hsa-miR-3662-5p,-1
TP53,hsa-miR-381-5p,1
TP53,hsa-miR-429-5p,1
TP53,hsa-miR-4521-5p,-1
TP53,hsa-miR-499-5p,-1
TP53,hsa-miR-502-5p,-1
TP53,hsa-miR-504-5p,-1
TP53,hsa-miR-506-5p,1
TP63,hsa-miR-944-5p,1
TP73,hsa-miR-1204-5p,1
TP73,hsa-miR-1246-5p,1
TWIST1,hsa-miR-10b-5p,1
TWIST1,hsa-miR-129-5p,-1
TWIST1,hsa-miR-141-5p,-1
TWIST1,hsa-miR-181a-1-5p,1
TWIST1,hsa-miR-181b-1-5p,1
TWIST1,hsa-miR-192-5p,-1
TWIST1,hsa-miR-199a-2-5p,-1
TWIST1,hsa-miR-200b-5p,-1
TWIST1,hsa-miR-200c-5p,-1
TWIST1,hsa-miR-205-5p,-1
TWIST1,hsa-miR-214-5p,-1
TWIST1,hsa-miR-223-5p,1
TWIST1,hsa-miR-27a-5p,-1
TWIST1,hsa-miR-3120-5p,1
TWIST1,hsa-miR-371a-5p,1
TWIST1,hsa-miR-371b-5p,1
TWIST1,hsa-miR-200a-5p,-1
TWIST1,hsa-let-7i-5p,-1
TP73,hsa-miR-143-5p,-1
TP73,hsa-miR-145-5p,-1
TP73,hsa-miR-193a-5p,1
TP73,hsa-miR-200a-5p,1
TP73,hsa-miR-200b-5p,1
TP73,hsa-miR-202-5p,1
TP73,hsa-miR-205-5p,1
TP73,hsa-miR-3158-5p,1
TP73,hsa-miR-34a-5p,1
TP73,hsa-miR-429-5p,1
TRIM32,hsa-let-7a-5p,1
TRIM32,hsa-let-7b-5p,1
TRIM32,hsa-let-7c-5p,1
TRIM32,hsa-let-7d-5p,1
TRIM32,hsa-let-7e-5p,1
TRIM32,hsa-let-7f-5p,1
TRIM32,hsa-let-7g-5p,1
TRIM32,hsa-let-7i-5p,1
TTF1,hsa-miR-32-5p,1
TTF1,hsa-miR-33a-5p,1
STAT3,hsa-miR-29a-5p,1
STAT3,hsa-miR-26a-1-5p,-1
SIX1,hsa-miR-200a-5p,-1
SIX1,hsa-miR-200b-5p,-1
SIX1,hsa-miR-200c-5p,-1
SMAD1,hsa-miR-302a-5p,-1
SMAD1,hsa-miR-302b-5p,-1
SMAD1,hsa-miR-302c-5p,-1
SMAD1,hsa-miR-302d-5p,-1
SMAD1,hsa-miR-367-5p,-1
SMAD2,hsa-miR-27a-5p,1
SMAD2,hsa-miR-30d-5p,-1
SMAD2,hsa-miR-96-5p,1
SMAD3,hsa-miR-136-5p,-1
SMAD3,hsa-miR-140-5p,-1
SMAD3,hsa-miR-143-5p,1
SMAD3,hsa-miR-145-5p,1
SMAD3,hsa-miR-155-5p,1
SMAD3,hsa-miR-17-5p,1
SMAD3,hsa-miR-181a-2-5p,1
SIRT1,hsa-miR-503-5p,-1
SIRT1,hsa-miR-424-5p,-1
SIRT1,hsa-miR-34a-5p,-1
RUNX1,hsa-miR-92a-1-5p,-1
RUNX1,hsa-miR-92a-2-5p,-1
RUNX1T1,hsa-miR-221-5p,-1
RUNX1T1,hsa-miR-223-5p,-1
RUNX2,hsa-miR-21-5p,-1
RUNX2,hsa-miR-23a-5p,-1
RUNX2,hsa-miR-24-2-5p,-1
RUNX2,hsa-miR-27a-5p,-1
RUNX2,hsa-miR-2861-5p,1
SMAD3,hsa-miR-181b-2-5p,1
RUNX2,hsa-miR-31-5p,-1
RUNX2,hsa-miR-3960-5p,1
RUNX3,hsa-miR-146b-5p,1
RUNX3,hsa-miR-185-5p,1
RUNX3,hsa-miR-186-5p,1
RUNX3,hsa-miR-30a-5p,1
RUNX3,hsa-miR-6780a-5p,-1
RXRA,hsa-miR-122-5p,1
RXRA,hsa-miR-143-5p,1
RXRA,hsa-miR-145-5p,1
RXRA,hsa-miR-193-5p,-1
RXRA,hsa-miR-193a-5p,-1
RUNX1,hsa-miR-484-5p,1
SMAD3,hsa-miR-18a-5p,1
SMAD3,hsa-miR-192-5p,1
SMAD4,hsa-miR-181b-2-5p,1
SMAD4,hsa-miR-302a-5p,-1
SMAD4,hsa-miR-302b-5p,-1
SMAD4,hsa-miR-302c-5p,-1
SMAD4,hsa-miR-302d-5p,-1
SMAD4,hsa-miR-367-5p,-1
SMAD4,hsa-miR-376c-5p,-1
SMAD4,hsa-miR-424-5p,1
SMAD4,hsa-miR-450a-5p,-1
SMAD4,hsa-miR-450b-5p,-1
SMAD4,hsa-miR-494-5p,1
SMAD4,hsa-miR-503-5p,1
SMAD4,hsa-miR-574-5p,1
SMAD4,hsa-miR-96-5p,-1
SMARCA4,hsa-miR-550a-5p,-1
SNAI1,hsa-miR-101-5p,-1
SNAI1,hsa-miR-128-2-5p,-1
SNAI1,hsa-miR-129-5p,-1
SNAI1,hsa-miR-141-5p,-1
SNAI1,hsa-miR-200a-5p,-1
SNAI1,hsa-miR-200b-5p,-1
SMAD4,hsa-miR-181a-2-5p,1
SMAD4,hsa-miR-155-5p,1
SMAD3,hsa-miR-19a-5p,1
SMAD3,hsa-miR-19b-1-5p,1
SMAD3,hsa-miR-200-5p,-1
SMAD3,hsa-miR-200a-5p,1
SMAD3,hsa-miR-200b-5p,1
SMAD3,hsa-miR-20a-5p,1
SMAD3,hsa-miR-21-5p,1
SMAD3,hsa-miR-26a-5p,-1
SMAD3,hsa-miR-27a-5p,1
SMAD3,hsa-miR-29-5p,-1
SMAD3,hsa-miR-29b-5p,-1
SMAD3,hsa-miR-30d-5p,-1
SMAD3,hsa-miR-424-5p,1
SMAD3,hsa-miR-433-5p,1
SMAD3,hsa-miR-450a-5p,-1
SMAD3,hsa-miR-450b-5p,-1
SMAD3,hsa-miR-451-5p,1
SMAD3,hsa-miR-455-5p,1
SMAD4,hsa-miR-143-5p,1
SMAD4,hsa-miR-145-5p,1
SMAD3,hsa-miR-31-5p,1
RUNX1,hsa-miR-451-5p,-1
RUNX1,hsa-miR-378-5p,-1
RUNX1,hsa-miR-363-5p,-1
RELA,hsa-miR-22-5p,1
RELA,hsa-miR-221-5p,1
RELA,hsa-miR-222-5p,1
RELA,hsa-miR-223-5p,1
RELA,hsa-miR-224-5p,-1
RELA,hsa-miR-23a-5p,1
RELA,hsa-miR-23b-5p,1
RELA,hsa-miR-24-1-5p,1
RELA,hsa-miR-24-2-5p,1
RELA,hsa-miR-27a-5p,1
RELA,hsa-miR-27b-5p,1
RELA,hsa-miR-29-5p,-1
RELA,hsa-miR-29c-5p,-1
RELA,hsa-miR-3074-5p,1
RELA,hsa-miR-30b-5p,1
RELA,hsa-miR-3151-5p,1
RELA,hsa-miR-34a-5p,1
RELA,hsa-miR-378a-5p,-1
RELA,hsa-miR-212-5p,1
RELA,hsa-miR-21-5p,1
RELA,hsa-miR-146b-5p,1
RELA,hsa-miR-150-5p,-1
RELA,hsa-miR-155-5p,1
RELA,hsa-miR-17-5p,1
RELA,hsa-miR-182-5p,1
RELA,hsa-miR-451-5p,-1
RELA,hsa-miR-188-5p,-1
RELA,hsa-miR-18a-5p,1
RELA,hsa-miR-192-5p,-1
RELA,hsa-miR-193b-5p,1
RELA,hsa-miR-199a-5p,-1
RELA,hsa-miR-19a-5p,1
RELA,hsa-miR-19b-1-5p,1
RELA,hsa-miR-200b-5p,1
RELA,hsa-miR-205-5p,1
RELA,hsa-miR-20a-5p,1
RELA,hsa-miR-183-5p,1
RELA,hsa-miR-503-5p,1
RELA,hsa-miR-509-5p,-1
RELA,hsa-miR-7-1-5p,-1
RREB1,hsa-miR-143-5p,-1
RREB1,hsa-miR-145-5p,-1
RUNX1,hsa-miR-106a-5p,-1
RUNX1,hsa-miR-144-5p,-1
RUNX1,hsa-miR-17-5p,-1
RUNX1,hsa-miR-181c-5p,-1
RUNX1,hsa-miR-181d-5p,-1
RUNX1,hsa-miR-18a-5p,-1
RUNX1,hsa-miR-18b-5p,-1
RUNX1,hsa-miR-19a-5p,-1
RUNX1,hsa-miR-19b-2-5p,-1
RUNX1,hsa-miR-20a-5p,-1
RUNX1,hsa-miR-20b-5p,-1
RUNX1,hsa-miR-23a-5p,-1
RUNX1,hsa-miR-24-2-5p,-1
RUNX1,hsa-miR-27a-5p,1
RUNX1,hsa-miR-19b-1-5p,-1
SNAI1,hsa-miR-200c-5p,-1
RPS6KA5,hsa-miR-181a-5p,1
RELA,hsa-miR-7-2-5p,-1
RELA,hsa-miR-7-3-5p,-1
RELA,hsa-miR-802-5p,1
RELA,hsa-miR-92a-1-5p,1
RELA,hsa-miR-96-5p,-1
RELA,hsa-miR-99b-5p,1
RELB,hsa-let-7b-5p,-1
RELB,hsa-miR-221-5p,1
REPIN1,hsa-miR-15a-5p,-1
REPIN1,hsa-miR-16-1-5p,-1
REST,hsa-miR-124-5p,-1
REST,hsa-miR-132-5p,-1
REST,hsa-miR-199a-1-5p,-1
REST,hsa-miR-199a-2-5p,-1
REST,hsa-miR-203-5p,-1
REST,hsa-miR-21-5p,-1
REST,hsa-miR-124a-5p,-1
STAT3,hsa-miR-27b-5p,1
SNAI1,hsa-miR-203-5p,-1
SNAI1,hsa-miR-34a-5p,-1
SREBF2,hsa-miR-18a-5p,1
SREBF2,hsa-miR-19a-5p,1
SREBF2,hsa-miR-19b-1-5p,1
SREBF2,hsa-miR-20a-5p,1
SREBF2,hsa-miR-92a-1-5p,1
SREBF2,hsa-miR-96-5p,1
SRF,hsa-miR-1-1-5p,1
SRF,hsa-miR-1-2-5p,1
SRF,hsa-miR-143-5p,1
SRF,hsa-miR-145-5p,1
SRF,hsa-miR-199a-1-5p,1
SRF,hsa-miR-199a-2-5p,1
SRF,hsa-miR-206-5p,1
SRF,hsa-miR-214-5p,1
SRF,hsa-miR-29b-5p,1
SRF,hsa-miR-3120-5p,1
SRSF1,hsa-miR-221-5p,1
SRSF1,hsa-miR-222-5p,1
SRSF1,hsa-miR-7-5p,1
STAT1,hsa-let-7a-5p,1
STAT1,hsa-miR-124-5p,1
SREBF2,hsa-miR-183-5p,1
SREBF2,hsa-miR-182-5p,1
SREBF2,hsa-miR-17-5p,1
SREBF1,hsa-miR-613-5p,1
SPI1,hsa-miR-155-5p,1
SPI1,hsa-miR-17-5p,-1
SPI1,hsa-miR-18a-5p,-1
SPI1,hsa-miR-199a-2-5p,-1
SPI1,hsa-miR-19a-5p,-1
SPI1,hsa-miR-19b-1-5p,-1
SPI1,hsa-miR-20a-5p,-1
SPI1,hsa-miR-21-5p,1
SPI1,hsa-miR-22-5p,1
SPI1,hsa-miR-223-5p,1
SPI1,hsa-miR-23a-5p,1
STAT1,hsa-miR-146b-5p,1
SPI1,hsa-miR-338-5p,1
SPI1,hsa-miR-424-5p,1
SPI1,hsa-miR-615-5p,1
SPI1,hsa-miR-92a-1-5p,-1
SPRR2A,hsa-miR-141-5p,-1
SPRR2A,hsa-miR-200c-5p,-1
SREBF1,hsa-miR-185-5p,1
SREBF1,hsa-miR-29b-5p,1
SPI1,hsa-miR-342-5p,1
SPI1,hsa-miR-146a-5p,1
STAT1,hsa-miR-155-5p,1
STAT3,hsa-miR-197-5p,1
STAT3,hsa-miR-19a-5p,1
STAT3,hsa-miR-19b-1-5p,1
STAT3,hsa-miR-200c-5p,-1
STAT3,hsa-miR-204-5p,-1
STAT3,hsa-miR-20a-5p,1
STAT3,hsa-miR-21-5p,1
STAT3,hsa-miR-214-5p,1
STAT3,hsa-miR-218-5p,-1
STAT3,hsa-miR-22-5p,-1
STAT3,hsa-miR-23b-5p,1
STAT3,hsa-miR-24-5p,1
STAT3,hsa-miR-24-1-5p,1
STAT3,hsa-miR-18a-5p,1
STAT3,hsa-miR-184-5p,1
STAT3,hsa-miR-183-5p,1
STAT3,hsa-miR-182-5p,1
STAT1,hsa-miR-7-5p,1
STAT3,hsa-let-7d-5p,-1
STAT3,hsa-miR-1-5p,-1
STAT3,hsa-miR-124-5p,-1
STAT3,hsa-miR-125b-5p,1
STAT3,hsa-miR-125b-2-5p,1
STAT3,hsa-miR-135b-5p,1
STAT3,hsa-miR-143-5p,1
STAT3,hsa-miR-146a-5p,1
STAT3,hsa-miR-146b-5p,1
STAT1,hsa-miR-29a-5p,1
STAT3,hsa-miR-150-5p,-1
STAT3,hsa-miR-155-5p,1
STAT3,hsa-miR-15a-5p,1
STAT3,hsa-miR-16-1-5p,1
STAT3,hsa-miR-17-5p,1
STAT3,hsa-miR-181a-5p,1
STAT3,hsa-miR-181b-5p,1
STAT3,hsa-miR-181b-1-5p,1
SPI1,hsa-miR-142-5p,1
SOX2,hsa-miR-141-5p,-1
SOX2,hsa-miR-182-5p,1
SOX2,hsa-miR-183-5p,1
SOX2,hsa-miR-19b-2-5p,1
SOX2,hsa-miR-200c-5p,-1
SOX2,hsa-miR-22-5p,1
SOX2,hsa-miR-29b-5p,1
SOX2,hsa-miR-301a-5p,-1
SOX2,hsa-miR-302a-5p,1
SOX2,hsa-miR-302b-5p,1
SOX2,hsa-miR-302c-5p,1
SOX2,hsa-miR-302d-5p,1
SOX2,hsa-miR-324-5p,1
SOX2,hsa-miR-367-5p,1
SOX2,hsa-miR-135b-5p,1
SOX2,hsa-miR-1251-5p,1
SOX2,hsa-miR-124-2-5p,1
SOX17,hsa-miR-371-5p,1
SNAI1,hsa-miR-34b-5p,-1
SNAI1,hsa-miR-34c-5p,-1
SNAI1,hsa-miR-375-5p,-1
SNAI1,hsa-miR-429-5p,-1
SNAI1,hsa-miR-493-5p,-1
SNAI2,hsa-miR-101-5p,-1
SNAI2,hsa-miR-137-5p,1
SNAI2,hsa-miR-141-5p,-1
SNAI2,hsa-miR-145-5p,-1
SNAI2,hsa-miR-200a-5p,-1
SNAI2,hsa-miR-200b-5p,-1
SNAI2,hsa-miR-200c-5p,-1
SNAI2,hsa-miR-221-5p,1
SNAI2,hsa-miR-222-5p,1
SNAI2,hsa-miR-34a-5p,-1
SNAI2,hsa-miR-429-5p,-1
SNAI2,hsa-miR-675-5p,1
SON,hsa-miR-23a-5p,-1
SON,hsa-miR-24-2-5p,-1
SON,hsa-miR-27a-5p,-1
SOX10,hsa-miR-335-5p,1
SOX10,hsa-miR-338-5p,1
SNAI2,hsa-miR-203-5p,-1
SOX2,hsa-miR-424-5p,-1
SOX2,hsa-miR-577-5p,1
SOX2,hsa-miR-7-1-5p,1
SP1,hsa-miR-200a-5p,-1
SP1,hsa-miR-200b-5p,1
SP1,hsa-miR-200c-5p,-1
SP1,hsa-miR-22-5p,-1
SP1,hsa-miR-23a-5p,1
SP1,hsa-miR-23b-5p,-1
SP1,hsa-miR-24-2-5p,1
SP1,hsa-miR-27a-5p,1
SP1,hsa-miR-29c-5p,-1
SP1,hsa-miR-3151-5p,1
SP1,hsa-miR-320a-5p,1
SP1,hsa-miR-34c-5p,1
SP1,hsa-miR-365-5p,1
SP1,hsa-miR-373-5p,1
SP1,hsa-miR-429-5p,1
SP1,hsa-miR-630-5p,-1
SP7,hsa-miR-93-5p,-1
SP1,hsa-miR-29b-5p,-1
SOX2,hsa-miR-7-3-5p,1
SOX2,hsa-miR-766-5p,1
SOX2,hsa-miR-9-2-5p,-1
